"//table[@name=""conditions""]/column[@name=""id""][text()=1]/../column[@name=""strName""]",Prepared food bonus,准备好的食物奖励
"//table[@name=""conditions""]/column[@name=""id""][text()=1]/../column[@name=""strDesc""]",<us> consumed a food item with positive effects.,<us> 食用具有正面效果的食物。
"//table[@name=""conditions""]/column[@name=""id""][text()=2]/../column[@name=""strName""]",Proteins bonus,蛋白质奖励
"//table[@name=""conditions""]/column[@name=""id""][text()=2]/../column[@name=""strDesc""]",<us> consumed a source of protein.,<us> 摄入了蛋白质。
"//table[@name=""conditions""]/column[@name=""id""][text()=3]/../column[@name=""strName""]",Carbohydrates bonus,碳水化合物奖励
"//table[@name=""conditions""]/column[@name=""id""][text()=3]/../column[@name=""strDesc""]",<us> consumed a source of carbs.,<us> 摄入了碳水化合物。
"//table[@name=""conditions""]/column[@name=""id""][text()=4]/../column[@name=""strName""]",Fats bonus,脂肪奖励
"//table[@name=""conditions""]/column[@name=""id""][text()=4]/../column[@name=""strDesc""]",<us> consumed a source of fats.,<us> 摄入了脂肪。
"//table[@name=""conditions""]/column[@name=""id""][text()=5]/../column[@name=""strName""]",Hydration bonus,水分奖励
"//table[@name=""conditions""]/column[@name=""id""][text()=5]/../column[@name=""strDesc""]",<us> consumed a source of hydration.,<us> 摄入了水分。
"//table[@name=""conditions""]/column[@name=""id""][text()=6]/../column[@name=""strName""]",Ate a carrot,吃了一根胡萝卜
"//table[@name=""conditions""]/column[@name=""id""][text()=6]/../column[@name=""strDesc""]",<us> ate a carrot.,<us> 吃了一根胡萝卜。
"//table[@name=""conditions""]/column[@name=""id""][text()=7]/../column[@name=""strName""]",Ate raw potato,吃了生土豆
"//table[@name=""conditions""]/column[@name=""id""][text()=7]/../column[@name=""strDesc""]",<us> ate a raw potato.,<us> 吃了一个生土豆。
"//table[@name=""conditions""]/column[@name=""id""][text()=8]/../column[@name=""strName""]",Ate baked potato,吃了烤土豆
"//table[@name=""conditions""]/column[@name=""id""][text()=8]/../column[@name=""strDesc""]",<us> ate a baked potato.,<us> 吃了一块烤土豆。
"//table[@name=""conditions""]/column[@name=""id""][text()=9]/../column[@name=""strName""]",Ate some french fries,吃了一些薯条
"//table[@name=""conditions""]/column[@name=""id""][text()=9]/../column[@name=""strDesc""]",<us> ate some french fries.,<us> 吃了一些薯条。
"//table[@name=""conditions""]/column[@name=""id""][text()=10]/../column[@name=""strName""]",Ate some mashed potatoes,吃了一些土豆泥
"//table[@name=""conditions""]/column[@name=""id""][text()=10]/../column[@name=""strDesc""]",<us> ate some mashed potatoes.,<us> 吃了一些土豆泥。
"//table[@name=""conditions""]/column[@name=""id""][text()=11]/../column[@name=""strName""]",Ate some cracklins,吃了一些猪油渣
"//table[@name=""conditions""]/column[@name=""id""][text()=11]/../column[@name=""strDesc""]",<us> ate some cracklins.,<us> 吃了一些猪油渣。
"//table[@name=""conditions""]/column[@name=""id""][text()=12]/../column[@name=""strName""]",Ate some rotten cracklins,吃了腐烂的猪油渣
"//table[@name=""conditions""]/column[@name=""id""][text()=12]/../column[@name=""strDesc""]",Blech! <us> forced down some rotten cracklins.,呕! <us> 强行咽下了一些腐烂的猪油渣。
"//table[@name=""conditions""]/column[@name=""id""][text()=13]/../column[@name=""strName""]",Ate tallow,吃了牛油
"//table[@name=""conditions""]/column[@name=""id""][text()=13]/../column[@name=""strDesc""]",Blech! <us> forced down some tallow.,呕! <us> 强行咽下了一些牛油。
"//table[@name=""conditions""]/column[@name=""id""][text()=14]/../column[@name=""strName""]",Ate sugar,吃了糖
"//table[@name=""conditions""]/column[@name=""id""][text()=14]/../column[@name=""strDesc""]",<us> ate a handful of sugar.,<us> 吃了一把糖。
"//table[@name=""conditions""]/column[@name=""id""][text()=15]/../column[@name=""strName""]",Ate some bread,吃了一些面包
"//table[@name=""conditions""]/column[@name=""id""][text()=15]/../column[@name=""strDesc""]",<us> ate a piece of bread.,<us> 吃了一些面包。
"//table[@name=""conditions""]/column[@name=""id""][text()=16]/../column[@name=""strName""]",Ate some wastebread,吃了一些灰面包
"//table[@name=""conditions""]/column[@name=""id""][text()=16]/../column[@name=""strDesc""]",<us> ate a piece of wastebread.,<us> 吃了一些灰面包。
"//table[@name=""conditions""]/column[@name=""id""][text()=17]/../column[@name=""strName""]",Ate some potato bread,吃了一些土豆面包
"//table[@name=""conditions""]/column[@name=""id""][text()=17]/../column[@name=""strDesc""]",<us> ate a piece of potato bread.,<us> 吃了一些土豆面包。
"//table[@name=""conditions""]/column[@name=""id""][text()=18]/../column[@name=""strName""]",Spawn half a bread,生成半个面包
"//table[@name=""conditions""]/column[@name=""id""][text()=18]/../column[@name=""strDesc""]",Spawn half a bread on the ground.,在地上生成半个面包。
"//table[@name=""conditions""]/column[@name=""id""][text()=19]/../column[@name=""strName""]",Spawn half an wastebread,生成半个灰面包
"//table[@name=""conditions""]/column[@name=""id""][text()=19]/../column[@name=""strDesc""]",Spawn half an wastebread on the ground.,在地上生成半个灰面包。
"//table[@name=""conditions""]/column[@name=""id""][text()=20]/../column[@name=""strName""]",Spawn half a potato bread,生成半个土豆面包
"//table[@name=""conditions""]/column[@name=""id""][text()=20]/../column[@name=""strDesc""]",Spawn half a potato bread on the ground.,在地上生成半个土豆面包。
"//table[@name=""conditions""]/column[@name=""id""][text()=21]/../column[@name=""strName""]",Ate some cooked berries,吃了一些煮熟的果酱
"//table[@name=""conditions""]/column[@name=""id""][text()=21]/../column[@name=""strDesc""]",<us> ate some cooked berries.,<us> 吃了一些煮熟的果酱。
"//table[@name=""conditions""]/column[@name=""id""][text()=22]/../column[@name=""strName""]",Ate some rotten cooked berries,吃了一些腐烂的果酱
"//table[@name=""conditions""]/column[@name=""id""][text()=22]/../column[@name=""strDesc""]",<us> forced down rotten cooked berries.,<us> 强行咽下了一些腐烂的果酱。
"//table[@name=""conditions""]/column[@name=""id""][text()=23]/../column[@name=""strName""]",Consumed honey,食用了蜂蜜
"//table[@name=""conditions""]/column[@name=""id""][text()=23]/../column[@name=""strDesc""]",<us> consumed some honey.,<us> 食用了一些蜂蜜。
"//table[@name=""conditions""]/column[@name=""id""][text()=24]/../column[@name=""strName""]",Ate raw egg,吃了生蛋
"//table[@name=""conditions""]/column[@name=""id""][text()=24]/../column[@name=""strDesc""]",<us> forced down a raw egg.,<us> 强行吞咽下了一个生蛋。
"//table[@name=""conditions""]/column[@name=""id""][text()=25]/../column[@name=""strName""]",Ate fried egg,吃了煎蛋
"//table[@name=""conditions""]/column[@name=""id""][text()=25]/../column[@name=""strDesc""]",<us> ate a fried egg.,<us> 吃了一个煎蛋。
"//table[@name=""conditions""]/column[@name=""id""][text()=26]/../column[@name=""strName""]",Ate boiled egg,吃了水煮蛋
"//table[@name=""conditions""]/column[@name=""id""][text()=26]/../column[@name=""strDesc""]",<us> ate a boiled egg.,<us> 吃了一个水煮蛋。
"//table[@name=""conditions""]/column[@name=""id""][text()=27]/../column[@name=""strName""]",Ate some meat stew,吃了炖肉
"//table[@name=""conditions""]/column[@name=""id""][text()=27]/../column[@name=""strDesc""]",<us> ate a meat stew.,<us> 吃了一块炖肉。
