"//table[@name=""conditions""]/column[@name=""id""][text()=3]/../column[@name=""strName""]",Starving,饥饿
"//table[@name=""conditions""]/column[@name=""id""][text()=3]/../column[@name=""strDesc""]",<us> is starving.,<us> 正在挨饿。
"//table[@name=""conditions""]/column[@name=""id""][text()=4]/../column[@name=""strName""]",Malnourished,营养不良
"//table[@name=""conditions""]/column[@name=""id""][text()=4]/../column[@name=""strDesc""]",<us> is weak with hunger.,<us> 因饥饿而虚弱。
"//table[@name=""conditions""]/column[@name=""id""][text()=5]/../column[@name=""strName""]",Hungry,饥饿的
"//table[@name=""conditions""]/column[@name=""id""][text()=5]/../column[@name=""strDesc""]",<us> is hungry.,<us> 饿了。
"//table[@name=""conditions""]/column[@name=""id""][text()=6]/../column[@name=""strName""]",Blacking out,昏迷
"//table[@name=""conditions""]/column[@name=""id""][text()=6]/../column[@name=""strDesc""]",<us> is blacking out from exhaustion.,<us> 因为精疲力尽而昏厥。
"//table[@name=""conditions""]/column[@name=""id""][text()=7]/../column[@name=""strName""]",Weary,疲倦
"//table[@name=""conditions""]/column[@name=""id""][text()=7]/../column[@name=""strDesc""]",<us> is weary.,<us> 非常疲倦。
"//table[@name=""conditions""]/column[@name=""id""][text()=8]/../column[@name=""strName""]",Tired,疲惫
"//table[@name=""conditions""]/column[@name=""id""][text()=8]/../column[@name=""strDesc""]",<us> is tired.,<us> 感到疲惫了。
"//table[@name=""conditions""]/column[@name=""id""][text()=18]/../column[@name=""strName""]",Unconscious,失去意识
"//table[@name=""conditions""]/column[@name=""id""][text()=18]/../column[@name=""strDesc""]",<us> is unconscious.,<us> 已经失去意识了。
"//table[@name=""conditions""]/column[@name=""id""][text()=19]/../column[@name=""strName""]",Wearing t-shirt,穿着短袖衬衫
"//table[@name=""conditions""]/column[@name=""id""][text()=19]/../column[@name=""strDesc""]","<us> is wearing a light, short-sleeved torso garment.",<us> 正穿着一件短袖上衣。
"//table[@name=""conditions""]/column[@name=""id""][text()=20]/../column[@name=""strName""]",Wearing light pants,穿着长袖裤子
"//table[@name=""conditions""]/column[@name=""id""][text()=20]/../column[@name=""strDesc""]","You are wearing a pair of light, long-sleeved leg garments.",你正穿着长袖裤子。
"//table[@name=""conditions""]/column[@name=""id""][text()=21]/../column[@name=""strName""]",Wearing Pack Boot,穿着登山靴
"//table[@name=""conditions""]/column[@name=""id""][text()=21]/../column[@name=""strDesc""]",<us> is wearing a pack boot.,<us> 正穿着登山靴。
"//table[@name=""conditions""]/column[@name=""id""][text()=22]/../column[@name=""strName""]",Wearing Tactical Boot,穿着战术靴
"//table[@name=""conditions""]/column[@name=""id""][text()=22]/../column[@name=""strDesc""]",<us> is wearing a tactical boot.,<us> 正穿着战术靴。
"//table[@name=""conditions""]/column[@name=""id""][text()=24]/../column[@name=""strName""]",Myopic,近视
"//table[@name=""conditions""]/column[@name=""id""][text()=24]/../column[@name=""strDesc""]",<us> suffers from near-sightedness.,<us> 患有近视眼。
"//table[@name=""conditions""]/column[@name=""id""][text()=27]/../column[@name=""strName""]",Haunted by an entity of Seven Gables Road,被七山墙路的一个实体所困扰
"//table[@name=""conditions""]/column[@name=""id""][text()=27]/../column[@name=""strDesc""]",<us> is haunted by an entity that dwelled at Seven Gables Road.,<us> 被一个住在七山墙路的实体所困扰。
"//table[@name=""conditions""]/column[@name=""id""][text()=30]/../column[@name=""strName""]",Parched,口渴
"//table[@name=""conditions""]/column[@name=""id""][text()=30]/../column[@name=""strDesc""]",<us> is weak with thirst.,<us> 因口渴而虚弱。
"//table[@name=""conditions""]/column[@name=""id""][text()=31]/../column[@name=""strName""]",Dehydrated,脱水
"//table[@name=""conditions""]/column[@name=""id""][text()=31]/../column[@name=""strDesc""]",<us> is dying of thirst.,<us> 渴得要命。
"//table[@name=""conditions""]/column[@name=""id""][text()=33]/../column[@name=""strName""]",Ate soup,喝汤
"//table[@name=""conditions""]/column[@name=""id""][text()=33]/../column[@name=""strDesc""]","<us> ate Chef Yummy ""Creamy Crumb"" condensed soup.","<us> 喝了厨艺大师 ""奶油碎屑"" 浓缩汤。"
"//table[@name=""conditions""]/column[@name=""id""][text()=34]/../column[@name=""strName""]",Magnifying optics,光学放大器件
"//table[@name=""conditions""]/column[@name=""id""][text()=34]/../column[@name=""strDesc""]",<us> is using an optical magnification device.,<us> 正在使用能够放大视野的光学装置。
"//table[@name=""conditions""]/column[@name=""id""][text()=36]/../column[@name=""strName""]",Drank water,喝水
"//table[@name=""conditions""]/column[@name=""id""][text()=36]/../column[@name=""strDesc""]",<us> drank some water.,<us> 喝了点水。
"//table[@name=""conditions""]/column[@name=""id""][text()=37]/../column[@name=""strName""]",Wearing long-sleeved shirt,穿着长袖衬衫
"//table[@name=""conditions""]/column[@name=""id""][text()=37]/../column[@name=""strDesc""]",<us> is wearing a long-sleeved torso garment.,<us> 正穿着长袖衬衫。
"//table[@name=""conditions""]/column[@name=""id""][text()=38]/../column[@name=""strName""]",Wearing a long coat,穿着长大衣
"//table[@name=""conditions""]/column[@name=""id""][text()=38]/../column[@name=""strDesc""]",<us> is wearing a full body garment.,<us> 穿着全身服装。
"//table[@name=""conditions""]/column[@name=""id""][text()=48]/../column[@name=""strName""]",Gastroenteritis,肠胃炎
"//table[@name=""conditions""]/column[@name=""id""][text()=48]/../column[@name=""strDesc""]",<us> contracted gastroenteritis.,<us> 患上了胃肠炎。
"//table[@name=""conditions""]/column[@name=""id""][text()=49]/../column[@name=""strName""]",Gastroenteritis,肠胃炎
"//table[@name=""conditions""]/column[@name=""id""][text()=49]/../column[@name=""strDesc""]","<us>'s stomach feels awful, and is having diarrhea.",<us>我的胃感觉很糟糕，正在腹泻。
"//table[@name=""conditions""]/column[@name=""id""][text()=50]/../column[@name=""strName""]",Skilled in hand-to-hand combat,擅长徒手格斗
"//table[@name=""conditions""]/column[@name=""id""][text()=50]/../column[@name=""strDesc""]",<us> is skilled in hand-to-hand combat. Melee weapons are more effective and degrade slower.,<us> 擅长徒手格斗。近战武器更有效且耐久性更高。
"//table[@name=""conditions""]/column[@name=""id""][text()=57]/../column[@name=""strName""]",Night Vision,夜间视力
"//table[@name=""conditions""]/column[@name=""id""][text()=57]/../column[@name=""strDesc""]",<us> is able to see almost normally at night.,<us> 能够在夜间近乎正常地看见东西。
