"//table[@name=""datafiles""]/column[@name=""id""][text()=1]/../column[@name=""strName""]",Address Book,地址簿
"//table[@name=""datafiles""]/column[@name=""id""][text()=1]/../column[@name=""strDesc""]",Someone's personal address book,某人的个人地址簿
"//table[@name=""datafiles""]/column[@name=""id""][text()=2]/../column[@name=""strName""]",Address Book,地址簿
"//table[@name=""datafiles""]/column[@name=""id""][text()=2]/../column[@name=""strDesc""]","Corporate employee records, addresses, and contact info",公司雇员记录、地址和联系信息
"//table[@name=""datafiles""]/column[@name=""id""][text()=3]/../column[@name=""strName""]",Text File,文本文件
"//table[@name=""datafiles""]/column[@name=""id""][text()=3]/../column[@name=""strDesc""]",Fall class schedule,秋季课程表
"//table[@name=""datafiles""]/column[@name=""id""][text()=4]/../column[@name=""strName""]",Database,数据库
"//table[@name=""datafiles""]/column[@name=""id""][text()=4]/../column[@name=""strDesc""]",Household budget,家庭预算
"//table[@name=""datafiles""]/column[@name=""id""][text()=5]/../column[@name=""strName""]",Text File,文本文件
"//table[@name=""datafiles""]/column[@name=""id""][text()=5]/../column[@name=""strDesc""]",Pre-authorized debit application for an outdated account,过期账户的预授权扣款申请
"//table[@name=""datafiles""]/column[@name=""id""][text()=6]/../column[@name=""strName""]",Text File,文本文件
"//table[@name=""datafiles""]/column[@name=""id""][text()=6]/../column[@name=""strDesc""]",Pre-authorized debit application for a defunct bank,一家已停业银行的预授权扣款申请
"//table[@name=""datafiles""]/column[@name=""id""][text()=7]/../column[@name=""strName""]",Text File,文本文件
"//table[@name=""datafiles""]/column[@name=""id""][text()=7]/../column[@name=""strDesc""]",Old bank statement for a personal account at Detroit Savings Bank,底特律储蓄银行个人账户的旧银行对帐单
"//table[@name=""datafiles""]/column[@name=""id""][text()=8]/../column[@name=""strName""]",Text File,文本文件
"//table[@name=""datafiles""]/column[@name=""id""][text()=8]/../column[@name=""strDesc""]",Outdated login details for a Detroit Savings Bank account,过期的底特律储蓄银行账户登录信息
"//table[@name=""datafiles""]/column[@name=""id""][text()=9]/../column[@name=""strName""]",Text File,文本文件
